Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1769810533,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769810534,1,,Aggregated,0.000000,0.000000,34,34,34,34,34,34,34,34,34,34,34,1,0,34.219500001199776,34.219500001199776,34.219500001199776,34.219500001199776,14403.0
1769810535,2,,Aggregated,0.000000,0.000000,5,5,34,34,34,34,34,34,34,34,34,3,0,5,14.575833332249507,4.35279999874183,34.219500001199776,10057.0
1769810536,4,,Aggregated,0.000000,0.000000,4,5,5,34,34,34,34,34,34,34,34,5,0,4,10.266079999564681,3.210800001397729,34.219500001199776,12489.8
1769810537,5,,Aggregated,1.000000,0.000000,4,5,5,5,34,34,34,34,34,34,34,8,0,4,7.655812500161119,2.3153000001912005,34.219500001199776,9620.0
1769810538,6,,Aggregated,1.000000,0.000000,4,4,5,5,34,34,34,34,34,34,34,10,0,4,6.922430000122404,2.3153000001912005,34.219500001199776,9141.7
1769810539,7,,Aggregated,2.000000,0.000000,4,4,4,5,5,34,34,34,34,34,34,13,0,4,6.004338461654977,2.3153000001912005,34.219500001199776,9352.923076923076
1769810540,8,,Aggregated,2.000000,0.000000,4,4,4,5,5,34,34,34,34,34,34,18,0,4,5.312627777635094,2.2368999998434447,34.219500001199776,8630.055555555555
1769810541,9,,Aggregated,2.000000,0.000000,3,4,4,4,5,5,34,34,34,34,34,25,0,3,4.671635999839054,2.2368999998434447,34.219500001199776,7534.0
1769810542,10,,Aggregated,2.571429,0.000000,3,4,4,4,5,5,34,34,34,34,34,28,0,3,4.61073214280207,2.2368999998434447,34.219500001199776,8269.964285714286
1769810543,10,,Aggregated,2.571429,0.000000,3,4,4,4,5,5,34,34,34,34,34,33,0,3,4.466748484860132,2.2368999998434447,34.219500001199776,9586.333333333334
1769810544,10,,Aggregated,3.000000,0.000000,3,4,4,4,5,5,34,34,34,34,34,40,0,3,4.248972499954107,2.2368999998434447,34.219500001199776,10755.05
1769810545,10,,Aggregated,3.300000,0.000000,3,4,4,4,5,5,34,34,34,34,34,46,0,3,4.070039130491078,2.2368999998434447,34.219500001199776,10380.565217391304
1769810546,10,,Aggregated,3.300000,0.000000,3,4,4,4,5,5,34,34,34,34,34,48,0,3,4.010268750107571,2.2368999998434447,34.219500001199776,10004.916666666666
1769810547,10,,Aggregated,4.200000,0.000000,3,4,4,4,5,5,5,34,34,34,34,59,0,3,3.8585355932039005,2.2368999998434447,34.219500001199776,10241.50847457627
1769810548,10,,Aggregated,4.200000,0.000000,3,4,4,4,5,5,5,34,34,34,34,64,0,3,3.8244812500352054,2.2368999998434447,34.219500001199776,11043.8125
1769810549,10,,Aggregated,5.000000,0.000000,3,4,4,4,5,5,5,34,34,34,34,73,0,3,3.8566534246568414,2.2368999998434447,34.219500001199776,11771.342465753425
1769810550,10,,Aggregated,5.000000,0.000000,3,4,4,4,5,5,5,34,34,34,34,76,0,3,3.831024999942058,2.2368999998434447,34.219500001199776,11703.671052631578
1769810551,10,,Aggregated,5.700000,0.000000,3,4,4,4,5,5,5,34,34,34,34,84,0,3,3.7858142856878527,2.2368999998434447,34.219500001199776,12061.119047619048
1769810552,10,,Aggregated,5.800000,0.000000,3,4,4,4,5,5,5,34,34,34,34,88,0,3,3.7551943181907435,2.2368999998434447,34.219500001199776,12103.102272727272
1769810553,10,,Aggregated,5.800000,0.000000,3,4,4,4,5,5,5,34,34,34,34,95,0,3,3.680722105299968,2.159400002710754,34.219500001199776,11407.715789473685
1769810554,10,,Aggregated,6.000000,0.000000,3,4,4,4,5,5,9,14,34,34,34,102,0,3,3.816822549054575,2.159400002710754,34.219500001199776,11216.950980392157
1769810555,10,,Aggregated,6.200000,0.000000,3,4,4,4,5,5,9,14,34,34,34,104,0,3,3.8070182692466075,2.159400002710754,34.219500001199776,11278.221153846154
1769810556,10,,Aggregated,6.100000,0.000000,3,4,4,4,5,5,9,14,34,34,34,113,0,3,3.7442495575032004,2.159400002710754,34.219500001199776,11758.690265486726
1769810557,10,,Aggregated,5.800000,0.000000,3,4,4,4,5,5,9,14,34,34,34,120,0,3,3.7256250000003397,2.159400002710754,34.219500001199776,11834.35
1769810558,10,,Aggregated,6.400000,0.000000,3,4,4,4,5,5,9,14,34,34,34,126,0,3,3.771623809572904,2.159400002710754,34.219500001199776,11938.095238095239
