Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1769796728,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769796729,1,,Aggregated,0.000000,0.000000,27,27,27,27,27,27,27,27,27,27,27,1,0,27.01139999953739,27.01139999953739,27.01139999953739,27.01139999953739,1120.0
1769796730,2,,Aggregated,0.000000,0.000000,27,27,27,27,27,27,27,27,27,27,27,2,0,4,15.377149999494577,3.7428999994517653,27.01139999953739,7269.5
1769796731,3,,Aggregated,1.000000,0.000000,7,7,27,27,27,27,27,27,27,27,27,4,0,4,10.349749999704727,3.7428999994517653,27.01139999953739,7269.5
1769796732,4,,Aggregated,1.000000,0.000000,6,6,7,7,27,27,27,27,27,27,27,6,0,4,8.250233333152815,2.3572000000058324,27.01139999953739,7269.5
1769796733,6,,Aggregated,1.000000,0.000000,4,6,7,7,27,27,27,27,27,27,27,8,0,4,6.913437499974862,2.3572000000058324,27.01139999953739,7269.5
1769796734,7,,Aggregated,1.000000,0.000000,6,6,6,7,7,27,27,27,27,27,27,13,0,6,6.440261538395694,2.3572000000058324,27.01139999953739,5686.384615384615
1769796735,8,,Aggregated,1.600000,0.000000,4,6,6,6,7,27,27,27,27,27,27,20,0,3,5.3595849999055645,2.3572000000058324,27.01139999953739,10362.05
1769796736,9,,Aggregated,1.600000,0.000000,4,6,6,7,7,7,27,27,27,27,27,25,0,4,5.2277119999416755,2.1446999999170657,27.01139999953739,10477.32
1769796737,10,,Aggregated,2.428571,0.000000,4,6,6,7,8,8,27,27,27,27,27,30,0,4,5.2558966666462466,2.1446999999170657,27.01139999953739,10967.6
1769796738,10,,Aggregated,2.428571,0.000000,4,6,7,7,7,8,27,27,27,27,27,32,0,4,5.2935906249445,2.1446999999170657,27.01139999953739,10736.46875
1769796739,10,,Aggregated,3.125000,0.000000,5,7,7,8,8,9,27,27,27,27,27,42,0,5,5.788328571400468,2.1446999999170657,27.01139999953739,11295.02380952381
1769796740,10,,Aggregated,3.200000,0.000000,5,7,7,7,8,9,27,27,27,27,27,47,0,5,5.631053191443263,2.1446999999170657,27.01139999953739,10997.617021276596
1769796741,10,,Aggregated,4.100000,0.000000,5,6,7,7,8,9,9,27,27,27,27,53,0,5,5.511543396182187,2.1446999999170657,27.01139999953739,10952.735849056604
1769796742,10,,Aggregated,4.300000,0.000000,5,7,7,8,8,9,9,27,27,27,27,59,0,5,5.55720677963972,2.1446999999170657,27.01139999953739,11777.033898305084
1769796743,10,,Aggregated,4.800000,0.000000,5,7,7,8,8,9,10,27,27,27,27,67,0,5,5.709168656694737,2.1446999999170657,27.01139999953739,11652.567164179105
1769796744,10,,Aggregated,4.800000,0.000000,5,7,7,8,8,10,11,27,27,27,27,71,0,5,5.647936619694314,2.075600000353006,27.01139999953739,11202.38028169014
1769796745,10,,Aggregated,5.700000,0.000000,5,7,7,8,8,10,11,27,27,27,27,77,0,5,5.569953246741569,2.075600000353006,27.01139999953739,11324.16883116883
1769796746,10,,Aggregated,5.700000,0.000000,5,7,8,8,8,10,11,27,27,27,27,82,0,5,5.608463414618444,2.075600000353006,27.01139999953739,11151.926829268292
1769796747,10,,Aggregated,5.800000,0.000000,5,7,8,8,8,10,11,27,27,27,27,87,0,5,5.544856321836866,2.075600000353006,27.01139999953739,10999.48275862069
1769796748,10,,Aggregated,5.700000,0.000000,5,7,8,8,8,10,11,27,27,27,27,94,0,5,5.62124574466036,2.075600000353006,27.01139999953739,11015.851063829787
1769796749,10,,Aggregated,5.600000,0.000000,5,7,8,8,8,10,11,27,27,27,27,100,0,5,5.558345999997982,1.927300000716059,27.01139999953739,11162.61
1769796750,10,,Aggregated,5.900000,0.000000,5,7,8,8,9,10,11,15,27,27,27,107,0,5,5.615893457939038,1.927300000716059,27.01139999953739,11089.29906542056
1769796751,10,,Aggregated,5.700000,0.000000,5,7,8,8,9,10,15,17,27,27,27,110,0,5,5.746390909081873,1.927300000716059,27.01139999953739,11031.336363636363
1769796752,10,,Aggregated,5.800000,0.000000,5,7,8,8,9,10,15,17,27,27,27,114,0,5,5.660832456135068,1.927300000716059,27.01139999953739,11007.017543859649
1769796753,10,,Aggregated,5.800000,0.000000,5,7,8,8,9,10,15,17,27,27,27,123,0,5,5.550003252032982,1.927300000716059,27.01139999953739,11203.71544715447
