Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/endpoints (Catalog),39,0,5,5.912215384575038,2.1446999999170657,27.01139999953739,1120.0,1.3421700666962568,0.0,5,7,7,7,8,15,27,27,27,27,27
GET,/api/health,11,0,3,5.32485454542356,1.927300000716059,16.947799999798008,54.0,0.378560788042534,0.0,3,6,6,6,7,17,17,17,17,17,17
GET,/api/runs (Fetch ID),21,0,4,5.434890476300054,2.4982999993881094,10.206300000390911,13419.0,0.7227069589902922,0.0,4,7,8,8,8,9,10,10,10,10,10
GET,/api/runs (List),53,0,4,4.8743358491024855,2.2127000002001296,10.763399999632384,13419.0,1.8239747060231184,0.0,4,5,6,8,8,10,10,11,11,11,11
GET,/api/runs/:id/scenarios,21,0,4,5.487561904720635,2.2615000007135677,9.969099999580067,25879.47619047619,0.7227069589902922,0.0,4,8,8,8,9,9,10,10,10,10,10
,Aggregated,145,0,4,5.3576627586341505,1.927300000716059,27.01139999953739,10901.71724137931,4.990119478742494,0.0,4,6,7,8,8,10,15,17,27,27,27
