Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/endpoints (Catalog),33,0,2,2.2944727271819967,1.8038000016531441,3.7764000007882714,1363.0,1.2167247842523086,0.0,2,2,2,3,3,3,4,4,4,4,4
GET,/api/health,18,0,2,2.3477166659075817,1.8614000000525266,3.502199997456046,54.0,0.6636680641376228,0.0,2,2,3,3,3,4,4,4,4,4,4
GET,/api/runs (Fetch ID),20,0,3,2.9122899997673812,2.2009999993315432,4.3464000009407755,14075.0,0.7374089601529142,0.0,3,3,3,3,4,4,4,4,4,4,4
GET,/api/runs (List),45,0,3,4.866957777832997,1.9774000029428862,88.87520000280347,14075.0,1.659170160344057,0.0,3,3,3,3,5,5,89,89,89,89,89
GET,/api/runs/:id/scenarios,20,0,2.02020000142511,2.4729700007810607,2.02020000142511,3.438700001424877,30784.9,0.7374089601529142,0.0,2,3,3,3,3,3,3,3,3,3,3
,Aggregated,136,0,2,3.2698147058587947,1.8038000016531441,88.87520000280347,11592.088235294117,5.014380929039817,0.0,2,3,3,3,3,4,5,7,89,89,89
